ID,Title,Date,Type,URL,Local PDF,Full Citation,Core/Strand,Contribution,Role in Argument,Local MD,Peer Review Notes,Authorial Contributions,Authorial CRediT,GitHub URL,Posted
SBW-126,Digits: Two Reports on New Units of Scholarly Publication,2019,Article,https://doi.org/10.3998/3336451.0022.105,Burton et al. - 2019 - Digits Two Reports on New Units of Scholarly Publication.pdf,"Burton, Matt, Matthew J. Lavin, Jessica Otis, and Scott B. Weingart. 2019. “Digits: Two Reports on New Units of Scholarly Publication.” Journal of Electronic Publishing 22 (1). https://doi.org/10.3998/3336451.0022.105.",,,,Burton_et_al_2019_Digits,,,,,
SBW-127,Visualizing Networks and Temporality,2019,Report,https://doi.org/10.4230/DagRep.8.11.139,Conroy et al. - 2019 - Visualizing Networks and Temporality.pdf,"Conroy, Melanie, Kimmo Elo, Gerhard Heyer, et al. 2019. Visualizing Networks and Temporality. Dagstuhl Reports. https://doi.org/10.4230/DagRep.8.11.139.",,,,Conroy_et_al_2019_Visualizing_Networks_and_Temporality,,,,,
SBW-128,Modeling Space Ships from Ocean Liners,2019-09-16,Blog Post,http://scottbot.net/modeling-space-ships-from-ocean-liners/,Weingart - 2019 - Modeling Space Ships from Ocean Liners.pdf,"Weingart, Scott B. 2019. “Modeling Space Ships from Ocean Liners.” Blog. The Scottbot Irregular, September 16. http://scottbot.net/modeling-space-ships-from-ocean-liners/.",,,,2019-09-16-modeling-space-ships-from-ocean-liners,,,,,
SBW-129,Seeking New Physics,2019-09-18,Blog Post,http://scottbot.net/seeking-new-physics/,Weingart - 2019 - Seeking New Physics.pdf,"Weingart, Scott B. 2019. “Seeking New Physics.” Blog. The Scottbot Irregular, September 18. http://scottbot.net/seeking-new-physics/.",,,,2019-09-18-seeking-new-physics,,,,,
SBW-130,"The Latin American Comics Archive (LACA): An Online Platform Housing Digitized Spanish-Language Comics as a Tool to Enhance Literacy, Research, and Teaching Through Scholar/Student Collaboration",2020,Article,,Gómez et al. - 2020 - The Latin American Comics Archive (LACA) an online platform housing digitized Spanish-language comi.pdf,"Gómez, Weingart, Mulligan, and Evans. 2020. “The Latin American Comics Archive (LACA): An Online Platform Housing Digitized Spanish-Language Comics as a Tool to Enhance Literacy, Research, and Teaching Through Scholar/Student Collaboration.” Cuadernos del Centro de Estudios en Diseño y Comunicación 89: 47-67.",,,,Gomez_et_al_2020_Latin_American_Comics_Archive,,,,,
SBW-131,CAMPI: Computer-Aided Metadata Generation for Photo archives Initiative,2020,Report,https://doi.org/10.1184/R1/12791807,Lincoln et al. - 2020 - CAMPI Computer-Aided Metadata Generation for Photo archives Initiative.pdf,"Corrin, Davis, Lincoln, and Weingart. 2020. CAMPI: Computer-Aided Metadata Generation for Photo archives Initiative. Carnegie Mellon University Libraries. https://doi.org/10.1184/R1/12791807.",,,,Lincoln_et_al_2020_CAMPI,,,,,
SBW-132,The Index of Digital Humanities Conferences,2021,Article,https://doi.org/10.5334/johd.26,Lincoln et al. - 2021 - The Index of Digital Humanities Conferences.pdf,"Lincoln, Weingart, and Eichmann-Kalwara. 2021. “The Index of Digital Humanities Conferences.” Journal of Open Humanities Data 7 (12): 1-5. https://doi.org/10.5334/johd.26.",,,,Lincoln_et_al_2021_Index_of_DH_Conferences,,,,,
SBW-133,Assessing the State of the Humanities,2024,Report,,SOH_Prelim.pdf,"Alpert-Abrams, Hannah, Jessica Unger, Scott B. Weingart, George Lazopoulos, Lutie Rodriguez, and Benjamin Skinner. 2024. Assessing the State of the Humanities. National Endowment for the Humanities.",,,,NEH_2024_Assessing_the_State_of_the_Humanities_Preliminary,,,,,
SBW-134,Notice of Funding Opportunity — State and Impact of the Humanities,2025,Report,https://www.neh.gov/program/state-and-impact-humanities,SOH-NOFO-2025.pdf,"Weingart, Scott B. 2025. Notice of Funding Opportunity — State and Impact of the Humanities. National Endowment for the Humanities. https://www.neh.gov/program/state-and-impact-humanities.",,,,NEH_2025_State_and_Impact_of_the_Humanities_NOFO,,,,,
SBW-135,The Networked Structure of Early Modern Science,,Article,,,"Weingart, Scott B. Unpublished. “The Networked Structure of Early Modern Science.” Journal of the Association for Information Science & Technology.",,,,,NOT IN CORPUS — unpublished manuscript; no source file in project folder.,,,,
SBW-136,Planned IVMOOC Extensions,2014,Book Chapter,,,"Weingart, Scott B. 2014. “Planned IVMOOC Extensions.” In Visual Insights, edited by Katy Börner and David Polley. Boston: MIT Press.",,,,,NOT IN CORPUS — no source file in project folder.,,,,
SBW-137,"CMU Libraries Tech Report, Fall 2020",2020,Report,,,"Lincoln, Matthew, and Scott B. Weingart. 2020. CMU Libraries Tech Report, Fall 2020. CMU Library Lab White Paper.",,,,,NOT IN CORPUS — no source file in project folder; distinct from CMU Library Labs (2020-2024).,,,,
SBW-138,Networks in the Humanities: Challenges & Opportunities,2019,Report,,,"Weingart, Scott B. 2019. “Networks in the Humanities: Challenges & Opportunities.” In Network Visualization in the Humanities, edited by Katy Börner, Øyvind Eide, Tamara Mchedlidze, Malte Rehbein, and Gerik Scheuermann. Dagstuhl Reports 8 (11). https://doi.org/10.4230/DagRep.8.11.139.",,,,,NOT IN CORPUS — no source file; Dagstuhl Reports 8(11) is open access and obtainable.,,,,
SBW-139,Coding the Bishop,2013,Article,,,"Craig, Kalani, and Scott B. Weingart. 2013. Coding the Bishop. Digital Publication.",,,,,NOT IN CORPUS — no source file in project folder.,,,,
SBW-140,Submissions to Digital Humanities 2015 (Pt. 3),2014-11-07,Blog Post,,,"Weingart, Scott B. 2014. “Submissions to Digital Humanities 2015 (Pt. 3).” Blog. The Scottbot Irregular, November 7.",,,,2014-11-07-submissions-to-digital-humanities-2015-pt-3,,,,,
SBW-141,The Moral Role of DH in a Data-Driven World,2014-09-14,Blog Post,,,"Weingart, Scott B. 2014. “The Moral Role of DH in a Data-Driven World.” Blog. The Scottbot Irregular, September 14.",,,,2014-09-14-the-moral-role-of-dh-in-a-data-driven-world,,,,,
SBW-142,Acceptances to Digital Humanities 2015 (Part 1),2015-06-24,Blog Post,,,"Weingart, Scott B. 2015. “Acceptances to Digital Humanities 2015 (Part 1).” Blog. The Scottbot Irregular, June 24.",,,,2015-06-24-acceptances-to-digital-humanities-2015-part-1,,,,,
SBW-143,Acceptances to Digital Humanities 2015 (Part 2),2015-06-25,Blog Post,,,"Weingart, Scott B. 2015. “Acceptances to Digital Humanities 2015 (Part 2).” Blog. The Scottbot Irregular, June 25.",,,,2015-06-25-acceptances-to-digital-humanities-2015-part-2,,,,,
SBW-144,Acceptances to Digital Humanities 2015 (Part 3),2015-06-27,Blog Post,,,"Weingart, Scott B. 2015. “Acceptances to Digital Humanities 2015 (Part 3).” Blog. The Scottbot Irregular, June 27.",,,,2015-06-27-acceptances-to-digital-humanities-2015-part-3,,,,,
SBW-145,Acceptances to Digital Humanities 2015 (Part 4),2015-06-28,Blog Post,,,"Weingart, Scott B. 2015. “Acceptances to Digital Humanities 2015 (Part 4).” Blog. The Scottbot Irregular, June 28.",,,,2015-06-28-acceptances-to-digital-humanities-2015-part-4,,,,,
SBW-146,Submissions to DH2016 (Pt. 1),2015-12-07,Blog Post,,,"Weingart, Scott B. 2015. “Submissions to DH2016 (Pt. 1).” Blog. The Scottbot Irregular, December 7.",,,,2015-12-07-submissions-to-dh2016-pt-1,,,,,
SBW-147,Lessons From Digital History’s Antecedents,2016-10-30,Blog Post,,,"Weingart, Scott B. 2016. “Lessons From Digital History’s Antecedents.” Blog. The Scottbot Irregular, October 30.",,,,2016-10-30-lessons-from-digital-historys-antecedents,,,,,
SBW-148,The Route of a Text Message,2019-01-15,Blog Post,,,"Weingart, Scott B. 2019. “The Route of a Text Message.” Blog. The Scottbot Irregular, January 15.",,,,2019-01-15-the-route-of-a-text-message,,,,,
SBW-149,The Index of Digital Humanities Conferences,2020-09-23,Blog Post,,,"Weingart, Scott B. 2020. “The Index of Digital Humanities Conferences.” Blog. The Scottbot Irregular, September 23.",,,,2020-09-23-the-index-of-digital-humanities-conferences,,,,,
SBW-150,Scientonomy,2011-01-19,Blog Post,http://scottbot.net/scientonomy/,,"Weingart, Scott B. 2011. “Scientonomy.” Blog. The Scottbot Irregular, January 19. http://scottbot.net/scientonomy/.",,,,,AWAITING SOURCE — in CV; date and permalink confirmed from Wayback monthly archive. No print-to-PDF in Blog Posts folder; needs one to convert at full image fidelity.,,,,
SBW-151,Welcome!,2011-10-19,Blog Post,http://scottbot.net/welcome/,,"Weingart, Scott B. 2011. “Welcome!.” Blog. The Scottbot Irregular, October 19. http://scottbot.net/welcome/.",,,,,AWAITING SOURCE — in CV; date and permalink confirmed from Wayback monthly archive. No print-to-PDF in Blog Posts folder; needs one to convert at full image fidelity.,,,,
SBW-152,#humnets Preview,2011-10-19,Blog Post,http://scottbot.net/humnets-preview/,,"Weingart, Scott B. 2011. “#humnets Preview.” Blog. The Scottbot Irregular, October 19. http://scottbot.net/humnets-preview/.",,,,,AWAITING SOURCE — in CV; date and permalink confirmed from Wayback monthly archive. No print-to-PDF in Blog Posts folder; needs one to convert at full image fidelity.,,,,
SBW-153,Psychology of Science as a New Subdiscipline in Psychology,2011-10-24,Blog Post,http://scottbot.net/psychology-of-science-as-a-new-subdiscipline-in-psychology/,,"Weingart, Scott B. 2011. “Psychology of Science as a New Subdiscipline in Psychology.” Blog. The Scottbot Irregular, October 24. http://scottbot.net/psychology-of-science-as-a-new-subdiscipline-in-psychology/.",,,,,AWAITING SOURCE — in CV; date and permalink confirmed from Wayback monthly archive. No print-to-PDF in Blog Posts folder; needs one to convert at full image fidelity.,,,,
SBW-154,Rippling o’er the Wave,2011-10-28,Blog Post,http://scottbot.net/rippling-oer-the-wave/,,"Weingart, Scott B. 2011. “Rippling o’er the Wave.” Blog. The Scottbot Irregular, October 28. http://scottbot.net/rippling-oer-the-wave/.",,,,,AWAITING SOURCE — in CV; date and permalink confirmed from Wayback monthly archive. No print-to-PDF in Blog Posts folder; needs one to convert at full image fidelity.,,,,
SBW-155,Who Am I?,2011-10-31,Blog Post,http://scottbot.net/who-am-i/,,"Weingart, Scott B. 2011. “Who Am I?.” Blog. The Scottbot Irregular, October 31. http://scottbot.net/who-am-i/.",,,,,AWAITING SOURCE — in CV; date and permalink confirmed from Wayback monthly archive. No print-to-PDF in Blog Posts folder; needs one to convert at full image fidelity.,,,,
SBW-156,Zotpress Is So Cool.,2011-11-08,Blog Post,http://scottbot.net/zotpress-is-so-cool/,,"Weingart, Scott B. 2011. “Zotpress Is So Cool..” Blog. The Scottbot Irregular, November 8. http://scottbot.net/zotpress-is-so-cool/.",,,,,AWAITING SOURCE — in CV; date and permalink confirmed from Wayback monthly archive. No print-to-PDF in Blog Posts folder; needs one to convert at full image fidelity.,,,,
SBW-157,Understanding ‘the Body’ in Fairy Tales,2012,Blog Post,,,"Weingart, Scott B. 2012. “Understanding ‘the Body’ in Fairy Tales.” Blog. Oxford University Press Blog.",,,,,"AWAITING SOURCE — in CV; published on the OUP Blog (not scottbot.net), so no local file. Needs sourcing from OUP.",,,,
